	Prot_ID	dN	dS	pN	pS	MsaLen
11580	ENSP00000401089	2	1	23	18	1605
11581	ENSP00000407545	3	3	0	0	2052
11582	ENSP00000405218	10	3	0	0	2559
11583	ENSP00000400669	3	4	0	0	1347
11584	ENSP00000407323	0	1	18	7	1257
11585	ENSP00000405514	3	6	52	18	4146
11586	ENSP00000403681	5	3	0	0	450
11587	ENSP00000407301	9	8	0	0	1725
11588	ENSP00000401477	2	2	37	8	1974
11589	ENSP00000407653	5	12	45	26	1647
11590	ENSP00000400333	0	2	0	0	1629
11591	ENSP00000400892	1	1	0	0	1596
11592	ENSP00000402084	2	5	14	5	1938
11593	ENSP00000409581	0	4	18	17	1596
11594	ENSP00000402861	1	4	9	1	3381
11595	ENSP00000401831	5	3	0	0	2319
11596	ENSP00000403323	1	5	0	0	2757
11597	ENSP00000404570	7	25	167	69	6027
11598	ENSP00000404296	5	4	67	41	3852
11599	ENSP00000403441	11	7	0	0	1983
11600	ENSP00000405841	3	2	5	1	2463
11601	ENSP00000408697	4	7	83	49	2388
11602	ENSP00000402033	36	35	229	148	8535
11603	ENSP00000401145	0	2	7	3	942
11604	ENSP00000402038	2	2	33	14	2271
11605	ENSP00000402661	0	3	0	0	1404
11606	ENSP00000407487	6	9	0	0	3303
11607	ENSP00000401514	28	47	367	197	12993
11608	ENSP00000400341	1	0	20	10	1392
11609	ENSP00000403937	3	3	11	3	753
11610	ENSP00000405012	19	7	89	37	8781
11611	ENSP00000401112	0	7	16	31	2199
11612	ENSP00000403310	1	3	18	14	753
11613	ENSP00000402527	7	5	0	0	3336
11614	ENSP00000400932	1	2	1	0	1095
11615	ENSP00000408429	0	2	0	0	1737
11616	ENSP00000400471	2	0	0	0	750
11617	ENSP00000402756	2	0	3	2	501
11618	ENSP00000402152	7	10	6	4	3411
11619	ENSP00000409652	6	6	2	0	1542
11620	ENSP00000401470	7	10	0	0	2154
11621	ENSP00000407213	7	6	68	43	2526
11622	ENSP00000406933	2	4	0	0	1983
11623	ENSP00000400482	2	0	5	1	546
11624	ENSP00000406546	5	2	5	0	2022
11625	ENSP00000407509	2	22	2	5	4191
11626	ENSP00000400646	2	4	37	19	2397
11627	ENSP00000409315	0	2	6	2	570
11628	ENSP00000402394	3	4	38	35	1683
11629	ENSP00000401536	5	3	0	0	1746
11630	ENSP00000403396	0	3	9	10	1848
11631	ENSP00000406052	10	9	0	0	3105
11632	ENSP00000405327	1	2	21	21	1629
11633	ENSP00000407193	1	1	18	18	1614
11634	ENSP00000408342	3	5	70	48	2673
11635	ENSP00000405424	4	6	0	0	2901
11636	ENSP00000406463	1	1	12	9	1575
11637	ENSP00000407375	1	1	5	2	609
11638	ENSP00000405388	0	1	0	0	984
11639	ENSP00000407087	7	2	20	14	1191
11640	ENSP00000405423	4	7	0	0	1512
11641	ENSP00000404220	10	3	39	20	1689
11642	ENSP00000403208	11	3	64	36	3144
11643	ENSP00000404991	1	3	0	0	1134
11644	ENSP00000407763	3	1	12	3	1002
11645	ENSP00000403925	2	2	0	0	1272
11646	ENSP00000400806	2	1	7	0	1179
11647	ENSP00000404843	4	0	15	9	1014
11648	ENSP00000403067	0	1	3	5	1755
11649	ENSP00000403104	8	8	12	14	1647
11650	ENSP00000404854	1	6	0	0	1257
11651	ENSP00000407586	0	6	0	0	567
11652	ENSP00000403400	4	6	22	8	2421
11653	ENSP00000408295	2	4	4	5	1062
11654	ENSP00000405252	3	4	30	0	1239
11655	ENSP00000408058	2	0	21	8	867
11656	ENSP00000408367	1	0	1	0	363
11657	ENSP00000404203	0	4	0	0	1605
11658	ENSP00000401907	3	4	2	3	1596
11659	ENSP00000403954	6	19	0	0	8196
11660	ENSP00000405969	0	0	13	1	1410
11661	ENSP00000403362	0	3	0	0	1383
11662	ENSP00000405111	4	12	106	53	4161
11663	ENSP00000405330	5	6	22	20	1785
11664	ENSP00000406201	5	6	0	0	2463
11665	ENSP00000406261	5	3	55	22	2625
11666	ENSP00000401596	1	2	15	10	1479
11667	ENSP00000403453	1	15	0	0	2625
11668	ENSP00000409463	0	0	11	4	579
11669	ENSP00000402092	2	6	0	0	1701
11670	ENSP00000404074	5	0	4	0	1335
11671	ENSP00000409318	5	2	26	11	1422
11672	ENSP00000406157	1	2	0	0	1998
11673	ENSP00000409738	2	7	0	0	933
11674	ENSP00000405963	3	9	1	2	3819
11675	ENSP00000400908	4	8	4	1	3615
11676	ENSP00000404381	0	1	7	7	1317
11677	ENSP00000404122	5	6	0	0	1836
11678	ENSP00000403645	1	1	0	0	1005
11679	ENSP00000407818	0	3	7	12	1197
11680	ENSP00000406286	0	5	26	17	1719
11681	ENSP00000401721	0	6	34	27	3606
11682	ENSP00000401435	2	7	35	35	2508
11683	ENSP00000407560	0	0	8	4	1092
11684	ENSP00000408025	3	4	0	0	1014
11685	ENSP00000407118	3	2	0	0	2016
11686	ENSP00000406674	3	2	15	6	1023
11687	ENSP00000409879	3	0	0	0	555
11688	ENSP00000401371	0	2	12	8	1218
11689	ENSP00000406012	13	12	90	49	4413
11690	ENSP00000406050	6	10	0	0	1557
11691	ENSP00000409906	9	9	0	0	3219
11692	ENSP00000406037	1	5	0	0	1464
11693	ENSP00000402457	1	8	0	0	2700
11694	ENSP00000404151	9	14	0	1	4848
11695	ENSP00000400142	1	7	0	0	1983
11696	ENSP00000400997	7	4	0	0	1926
11697	ENSP00000409225	2	0	8	2	453
11698	ENSP00000407822	5	7	80	39	3084
11699	ENSP00000408576	3	15	0	0	2709
11700	ENSP00000400839	1	1	23	10	1236
11701	ENSP00000408617	4	8	0	0	3216
11702	ENSP00000403802	1	6	51	35	3357
11703	ENSP00000416255	6	9	0	0	4818
11704	ENSP00000416508	4	5	57	24	3768
11705	ENSP00000417492	15	5	0	1	1668
11706	ENSP00000413929	0	2	1	1	1833
11707	ENSP00000411932	0	2	13	5	1836
11708	ENSP00000415436	1	5	0	0	2025
11709	ENSP00000417061	5	4	0	0	4989
11710	ENSP00000412524	1	2	12	11	891
11711	ENSP00000419619	0	0	0	0	801
11712	ENSP00000418525	2	7	0	0	2304
11713	ENSP00000413937	3	4	38	23	1344
11714	ENSP00000417573	0	1	3	3	708
11715	ENSP00000417335	0	4	65	32	4824
11716	ENSP00000418541	0	0	0	0	1443
11717	ENSP00000417806	0	0	1	0	210
11718	ENSP00000417764	1	6	18	12	1248
11719	ENSP00000417710	1	3	17	8	900
11720	ENSP00000415416	11	16	0	0	1158
11721	ENSP00000414150	0	4	0	0	1458
11722	ENSP00000419652	7	8	0	0	2487
11723	ENSP00000417401	29	57	112	60	8142
11724	ENSP00000418112	8	17	6	0	4335
11725	ENSP00000417677	1	1	0	0	537
11726	ENSP00000416739	2	9	45	10	2376
11727	ENSP00000411355	24	14	9	3	3918
11728	ENSP00000417003	3	11	19	19	2283
11729	ENSP00000415434	6	11	75	35	3741
11730	ENSP00000410833	2	1	26	12	2454
11731	ENSP00000417485	2	6	0	0	1677
11732	ENSP00000417686	2	4	0	0	873
11733	ENSP00000417038	10	4	0	1	1947
11734	ENSP00000414178	1	4	0	0	2286
11735	ENSP00000410242	0	1	0	0	1815
11736	ENSP00000411012	1	5	0	0	2991
11737	ENSP00000416066	3	6	0	0	1254
11738	ENSP00000418529	0	2	0	1	1116
11739	ENSP00000419045	0	0	0	0	831
11740	ENSP00000418735	6	23	133	62	5880
11741	ENSP00000416951	4	5	0	0	2931
11742	ENSP00000418734	3	5	41	17	2496
11743	ENSP00000416523	4	4	17	14	2586
11744	ENSP00000414451	4	2	0	0	474
11745	ENSP00000416227	3	2	8	5	783
11746	ENSP00000417583	1	1	21	11	1008
11747	ENSP00000413707	8	9	0	0	1761
11748	ENSP00000416015	0	10	34	26	6066
11749	ENSP00000417559	2	1	1	0	1605
11750	ENSP00000416168	7	14	65	52	9114
11751	ENSP00000412922	0	1	0	0	504
11752	ENSP00000411073	1	0	0	0	1014
11753	ENSP00000411788	5	7	49	30	1272
11754	ENSP00000417654	3	2	10	7	1272
11755	ENSP00000411152	9	10	0	0	2838
11756	ENSP00000419901	12	5	68	41	2604
11757	ENSP00000413697	2	8	0	0	1479
11758	ENSP00000417078	2	5	24	26	3030
11759	ENSP00000415682	2	4	0	0	2487
11760	ENSP00000414350	35	17	7	5	2892
11761	ENSP00000414964	5	3	9	2	849
11762	ENSP00000417658	8	5	0	0	2313
11763	ENSP00000411719	4	7	16	6	987
11764	ENSP00000419101	0	6	0	0	3273
11765	ENSP00000411418	3	8	0	0	2964
11766	ENSP00000413496	0	0	3	0	729
11767	ENSP00000414921	0	2	17	10	1725
11768	ENSP00000414635	5	1	29	7	1392
11769	ENSP00000418194	18	12	67	35	5403
11770	ENSP00000418563	0	1	0	0	3132
11771	ENSP00000413029	1	3	7	9	1437
11772	ENSP00000412178	3	6	35	12	3417
11773	ENSP00000413507	0	2	0	0	1350
11774	ENSP00000418754	7	14	0	0	3312
11775	ENSP00000416033	11	15	52	19	3045
11776	ENSP00000413098	2	8	0	0	4239
11777	ENSP00000410715	2	1	19	16	1104
11778	ENSP00000411397	2	7	0	0	2328
11779	ENSP00000416797	8	24	0	0	3957
11780	ENSP00000419628	1	3	7	8	699
11781	ENSP00000412130	4	6	12	8	2877
11782	ENSP00000419027	2	5	0	0	1770
11783	ENSP00000415464	4	2	7	4	2265
11784	ENSP00000416418	2	6	25	30	1791
11785	ENSP00000413405	6	7	41	28	1779
11786	ENSP00000419378	0	2	20	13	753
11787	ENSP00000418748	2	3	1	2	2151
11788	ENSP00000419465	0	2	19	7	1200
11789	ENSP00000419786	20	6	39	17	4164
11790	ENSP00000419975	9	10	16	18	1950
11791	ENSP00000414558	0	2	11	7	1026
11792	ENSP00000415536	1	1	0	0	774
11793	ENSP00000410157	3	12	59	43	3549
11794	ENSP00000417222	6	4	19	11	1251
11795	ENSP00000415491	0	4	0	0	1023
11796	ENSP00000411372	4	5	38	13	1719
11797	ENSP00000416050	0	0	0	0	717
11798	ENSP00000419005	4	5	54	22	2268
11799	ENSP00000415056	5	0	0	0	1743
11800	ENSP00000419184	1	7	4	2	1284
11801	ENSP00000413632	3	0	0	0	2067
11802	ENSP00000417601	0	0	5	6	1503
11803	ENSP00000410552	10	12	0	0	3006
11804	ENSP00000417518	3	9	0	0	4758
11805	ENSP00000417273	0	2	0	0	1131
11806	ENSP00000419397	4	3	41	17	2097
11807	ENSP00000416387	3	6	0	0	1356
11808	ENSP00000410768	8	8	75	34	4803
11809	ENSP00000415151	3	1	0	0	600
11810	ENSP00000410964	0	1	11	3	1134
11811	ENSP00000412461	3	11	4	1	2181
11812	ENSP00000418695	0	3	0	0	1326
11813	ENSP00000411960	4	4	0	0	2616
11814	ENSP00000410481	1	1	32	12	768
11815	ENSP00000415299	0	1	8	1	1206
11816	ENSP00000418070	0	3	17	9	1794
11817	ENSP00000410446	1	11	0	0	1647
11818	ENSP00000417638	13	12	52	24	2910
11819	ENSP00000416341	4	4	0	0	2646
11820	ENSP00000418910	0	0	0	0	585
11821	ENSP00000419879	1	4	8	11	1335
11822	ENSP00000414851	3	8	0	0	2673
11823	ENSP00000418575	0	1	0	1	399
11824	ENSP00000412886	4	11	70	48	4062
11825	ENSP00000417404	1	1	0	0	1044
11826	ENSP00000418648	4	6	76	35	4056
11827	ENSP00000419705	3	1	20	5	372
11828	ENSP00000417769	3	4	36	20	2373
11829	ENSP00000415556	0	7	0	0	1638
11830	ENSP00000418803	2	2	8	1	1038
11831	ENSP00000418287	0	0	16	18	1071
11832	ENSP00000419782	1	3	4	5	960
11833	ENSP00000418813	0	3	5	1	282
11834	ENSP00000411948	0	1	4	1	534
11835	ENSP00000410689	3	12	8	7	2556
11836	ENSP00000416741	0	0	49	26	1026
11837	ENSP00000419194	1	2	20	4	417
11838	ENSP00000410294	0	5	0	0	2763
11839	ENSP00000412999	3	12	26	29	1884
11840	ENSP00000417085	1	5	51	29	2187
11841	ENSP00000412237	1	1	8	3	534
11842	ENSP00000417063	2	4	0	0	1299
11843	ENSP00000411816	1	8	75	40	1596
11844	ENSP00000417914	1	2	0	0	969
11845	ENSP00000413572	1	4	13	11	1524
11846	ENSP00000415836	1	6	9	9	1845
11847	ENSP00000411848	2	2	16	5	1719
11848	ENSP00000419591	6	11	0	0	4233
11849	ENSP00000418096	1	14	58	54	2460
11850	ENSP00000412326	2	10	0	0	2643
11851	ENSP00000410852	8	24	112	73	3324
11852	ENSP00000417138	4	3	0	0	1593
11853	ENSP00000410734	2	0	0	0	1500
11854	ENSP00000413520	2	13	37	38	2373
11855	ENSP00000416606	2	4	0	0	387
11856	ENSP00000419000	1	2	2	4	1083
11857	ENSP00000414517	4	5	0	0	3561
11858	ENSP00000412940	19	25	232	118	6540
11859	ENSP00000418086	1	0	0	0	384
11860	ENSP00000417635	0	2	0	0	1632
11861	ENSP00000418037	1	3	19	13	1545
11862	ENSP00000417261	6	4	63	26	2442
11863	ENSP00000416534	0	7	6	20	3096
11864	ENSP00000413156	0	2	0	4	1005
11865	ENSP00000414786	3	2	9	4	1140
11866	ENSP00000416750	5	1	13	5	1542
11867	ENSP00000416040	32	31	0	0	6003
11868	ENSP00000417548	0	0	7	5	447
11869	ENSP00000417659	0	3	1	4	1080
11870	ENSP00000414721	2	4	27	13	1194
11871	ENSP00000417171	1	0	0	0	372
11872	ENSP00000413479	4	13	63	42	1902
11873	ENSP00000418823	2	7	0	0	1701
11874	ENSP00000416293	1	1	18	36	1476
11875	ENSP00000416696	3	8	22	15	4269
11876	ENSP00000419665	0	2	0	0	444
11877	ENSP00000419599	1	2	5	4	246
11878	ENSP00000418994	1	3	8	6	879
11879	ENSP00000413660	6	1	27	15	1947
11880	ENSP00000413035	0	3	4	1	1353
11881	ENSP00000419923	1	0	0	2	1050
11882	ENSP00000411132	10	3	0	0	2097
11883	ENSP00000415579	15	9	38	14	2100
11884	ENSP00000419503	0	1	15	11	696
11885	ENSP00000410732	0	6	0	0	1545
11886	ENSP00000419185	0	1	12	24	1929
11887	ENSP00000413196	7	10	84	25	3123
11888	ENSP00000417980	3	7	36	44	4731
11889	ENSP00000415011	4	2	4	1	1107
11890	ENSP00000417901	0	4	0	0	2445
11891	ENSP00000416330	0	4	61	29	2211
11892	ENSP00000415203	3	11	0	0	3045
11893	ENSP00000419475	2	1	11	5	687
11894	ENSP00000418668	5	3	30	22	1092
11895	ENSP00000416583	2	4	15	7	1056
11896	ENSP00000411770	3	10	0	0	855
11897	ENSP00000414147	2	11	0	0	1998
11898	ENSP00000412324	22	10	1	6	2343
11899	ENSP00000412869	1	0	2	1	1596
11900	ENSP00000411825	1	8	0	0	2859
11901	ENSP00000415769	10	6	10	7	2718
11902	ENSP00000419712	1	3	18	17	663
11903	ENSP00000419411	2	6	27	10	1236
11904	ENSP00000418693	5	2	21	11	957
11905	ENSP00000415049	5	2	0	0	1251
11906	ENSP00000411831	2	13	0	0	5076
11907	ENSP00000411099	0	2	15	13	2382
11908	ENSP00000417229	0	1	0	0	1797
11909	ENSP00000417128	1	0	6	3	228
11910	ENSP00000419126	9	2	30	14	1335
11911	ENSP00000417748	0	4	12	11	1197
11912	ENSP00000419952	0	2	7	5	1464
11913	ENSP00000418001	2	4	12	17	1587
11914	ENSP00000414624	0	4	12	14	1155
11915	ENSP00000418721	1	1	8	7	1137
11916	ENSP00000416289	7	9	60	27	2685
11917	ENSP00000416799	1	5	0	0	1560
11918	ENSP00000417207	1	2	1	1	1338
11919	ENSP00000415332	0	3	20	17	2088
11920	ENSP00000419313	1	4	30	14	2385
11921	ENSP00000419117	0	2	1	1	330
11922	ENSP00000411268	4	12	0	0	2484
11923	ENSP00000417214	5	7	53	17	2034
11924	ENSP00000419449	0	0	0	0	339
11925	ENSP00000419457	1	3	1	0	2097
11926	ENSP00000418268	7	14	4	0	2631
11927	ENSP00000414657	0	3	5	0	1299
11928	ENSP00000410111	8	3	9	6	756
11929	ENSP00000411827	0	2	2	2	1584
11930	ENSP00000419235	3	7	27	12	2766
11931	ENSP00000414390	1	2	8	9	801
11932	ENSP00000413017	0	1	0	0	777
11933	ENSP00000417052	1	0	2	0	1131
11934	ENSP00000416250	5	4	8	3	918
11935	ENSP00000410409	2	1	0	0	834
11936	ENSP00000419851	2	5	12	11	2523
11937	ENSP00000416658	0	1	2	1	582
11938	ENSP00000410083	3	2	18	9	2337
11939	ENSP00000411253	4	1	29	18	1779
11940	ENSP00000416683	1	3	0	0	1929
11941	ENSP00000410186	0	0	8	8	5745
11942	ENSP00000417182	5	1	0	0	4356
11943	ENSP00000417864	0	0	5	5	807
11944	ENSP00000415900	10	7	8	2	2292
11945	ENSP00000418983	8	3	42	18	1992
11946	ENSP00000412733	0	6	0	0	2277
11947	ENSP00000417580	0	2	11	3	744
11948	ENSP00000418770	0	2	0	0	567
11949	ENSP00000418081	3	9	0	0	3666
11950	ENSP00000411528	0	1	0	0	1188
11951	ENSP00000413163	1	4	18	24	2016
11952	ENSP00000419249	1	0	0	0	390
11953	ENSP00000419153	1	3	8	1	2265
11954	ENSP00000410309	1	3	21	10	1818
11955	ENSP00000411124	0	7	0	0	2598
11956	ENSP00000414886	0	4	0	0	756
11957	ENSP00000411565	6	0	5	6	1041
11958	ENSP00000411197	0	7	26	40	4191
11959	ENSP00000414019	0	5	13	10	1770
11960	ENSP00000419085	4	7	0	0	933
11961	ENSP00000419088	1	2	0	0	573
11962	ENSP00000417602	3	1	26	7	750
11963	ENSP00000412292	1	0	18	4	2436
11964	ENSP00000415968	0	3	4	9	2172
11965	ENSP00000419199	3	1	39	17	1782
11966	ENSP00000415283	5	0	0	0	825
11967	ENSP00000413049	3	0	0	0	1173
11968	ENSP00000412363	14	5	0	0	2577
11969	ENSP00000410890	4	4	18	13	1680
11970	ENSP00000417175	0	1	6	5	729
11971	ENSP00000413592	0	1	0	0	630
11972	ENSP00000418960	31	7	4	0	5808
11973	ENSP00000415034	16	19	154	106	8262
11974	ENSP00000413152	1	1	12	5	789
11975	ENSP00000413908	0	7	0	0	1257
11976	ENSP00000419412	3	11	57	47	3843
11977	ENSP00000417509	6	3	2	0	5100
11978	ENSP00000419446	2	4	19	17	2457
11979	ENSP00000417898	4	3	0	0	786
11980	ENSP00000414237	2	3	0	0	3624
11981	ENSP00000417763	0	3	0	4	912
11982	ENSP00000417190	1	3	16	7	867
11983	ENSP00000417706	3	3	0	0	777
11984	ENSP00000417196	0	4	0	0	1428
11985	ENSP00000412209	6	6	3	2	1359
11986	ENSP00000418401	2	2	16	3	813
11987	ENSP00000415243	2	5	0	0	2124
11988	ENSP00000419542	3	4	21	19	1023
11989	ENSP00000413445	2	5	45	21	3291
11990	ENSP00000410943	0	0	7	5	1242
11991	ENSP00000415528	9	10	0	0	1956
11992	ENSP00000418661	0	2	2	2	684
11993	ENSP00000410561	1	1	0	0	915
11994	ENSP00000412566	0	0	0	0	1188
11995	ENSP00000410862	0	2	13	9	1446
11996	ENSP00000410452	0	3	2	0	591
11997	ENSP00000411593	0	2	0	0	1410
11998	ENSP00000413625	9	9	28	20	2166
11999	ENSP00000417235	4	13	55	67	6435
12000	ENSP00000419692	0	6	27	40	1500
12001	ENSP00000413575	1	2	50	10	1920
12002	ENSP00000417656	1	1	1	0	240
12003	ENSP00000415517	1	0	20	2	2007
12004	ENSP00000417963	0	1	5	13	2004
12005	ENSP00000417132	2	7	24	30	2187
12006	ENSP00000417919	4	1	54	19	1230
12007	ENSP00000418728	1	9	0	0	2997
12008	ENSP00000417418	2	1	31	17	696
12009	ENSP00000417464	2	8	52	22	1383
12010	ENSP00000419417	0	0	6	5	546
12011	ENSP00000415090	15	31	187	94	6396
12012	ENSP00000411821	3	5	0	0	1470
12013	ENSP00000416959	0	1	2	2	864
12014	ENSP00000414303	0	4	0	0	987
12015	ENSP00000413064	1	0	5	12	966
12016	ENSP00000413218	2	2	4	0	1257
12017	ENSP00000410818	7	3	17	11	1110
12018	ENSP00000419361	2	5	40	57	3789
12019	ENSP00000417303	0	0	0	0	1077
12020	ENSP00000419124	0	2	0	0	525
12021	ENSP00000419944	0	1	3	1	402
12022	ENSP00000410216	3	2	42	21	1725
12023	ENSP00000411096	77	49	392	133	15177
12024	ENSP00000419370	1	2	20	11	705
12025	ENSP00000415786	2	5	1	1	1227
12026	ENSP00000412215	1	0	12	4	558
12027	ENSP00000419371	0	2	14	5	1176
12028	ENSP00000415078	3	10	22	27	2814
12029	ENSP00000411532	3	9	45	32	4683
12030	ENSP00000419395	1	2	11	6	561
12031	ENSP00000418751	0	5	3	1	1923
12032	ENSP00000410042	0	1	0	0	3627
12033	ENSP00000412698	4	9	27	15	3090
12034	ENSP00000419414	2	4	0	0	1638
12035	ENSP00000410257	25	35	0	0	6060
12036	ENSP00000419377	1	0	0	0	3348
12037	ENSP00000411584	1	3	13	17	918
12038	ENSP00000419881	0	0	0	0	1431
12039	ENSP00000419279	1	5	0	0	1662
12040	ENSP00000417581	1	1	1	3	1260
12041	ENSP00000417610	0	1	10	3	711
12042	ENSP00000413606	3	10	21	16	2271
12043	ENSP00000414202	6	12	70	46	2907
12044	ENSP00000418593	1	1	0	0	1146
12045	ENSP00000415430	16	6	85	43	2217
12046	ENSP00000415433	2	3	0	0	1386
12047	ENSP00000417510	0	2	0	0	2721
12048	ENSP00000414302	0	1	18	2	912
12049	ENSP00000418397	1	2	11	10	1278
12050	ENSP00000417354	7	5	55	23	2106
12051	ENSP00000410396	4	1	16	6	990
12052	ENSP00000413100	1	0	10	5	396
12053	ENSP00000419270	1	1	5	6	552
12054	ENSP00000418348	1	0	5	1	318
12055	ENSP00000410059	9	10	34	10	2250
12056	ENSP00000418259	8	1	4	1	1608
12057	ENSP00000417161	0	0	6	5	1221
12058	ENSP00000414906	1	3	0	0	1401
12059	ENSP00000411471	2	4	47	19	2127
12060	ENSP00000415030	1	2	51	23	972
12061	ENSP00000412894	0	2	8	3	372
12062	ENSP00000412708	4	2	9	5	1392
12063	ENSP00000419803	1	3	0	0	2181
12064	ENSP00000417569	0	8	0	0	2736
12065	ENSP00000414904	1	4	16	11	963
12066	ENSP00000414330	0	5	15	13	1173
12067	ENSP00000410758	0	1	1	1	273
12068	ENSP00000414887	4	4	31	11	1731
12069	ENSP00000411898	0	1	2	0	462
12070	ENSP00000413728	1	7	26	11	903
12071	ENSP00000410198	5	4	12	15	1935
12072	ENSP00000412302	0	3	0	0	924
12073	ENSP00000414670	5	4	56	19	1683
12074	ENSP00000414856	12	6	0	0	2010
12075	ENSP00000416002	0	2	0	0	1314
12076	ENSP00000428340	0	6	10	12	1494
12077	ENSP00000420306	0	4	32	17	2082
12078	ENSP00000429073	0	0	5	3	828
12079	ENSP00000421280	8	29	0	0	6276
12080	ENSP00000420465	0	3	0	0	741
12081	ENSP00000420849	1	5	0	0	1308
12082	ENSP00000427407	0	1	0	0	504
12083	ENSP00000421491	4	2	0	0	1014
12084	ENSP00000420237	4	8	0	0	1308
12085	ENSP00000426103	5	17	0	0	3348
12086	ENSP00000428698	0	0	6	5	1770
12087	ENSP00000429190	3	3	18	5	945
12088	ENSP00000422793	3	8	0	0	2994
12089	ENSP00000428417	0	11	4	3	5076
12090	ENSP00000426033	0	2	7	4	993
12091	ENSP00000427018	5	8	69	34	5295
12092	ENSP00000425048	1	2	8	6	894
12093	ENSP00000428787	0	3	13	12	1254
12094	ENSP00000422591	3	23	0	0	4626
12095	ENSP00000428324	0	4	0	0	1065
12096	ENSP00000426354	0	3	8	2	1668
12097	ENSP00000427401	0	0	7	6	465
12098	ENSP00000427562	3	8	23	25	3546
12099	ENSP00000429015	0	1	2	6	744
12100	ENSP00000427211	1	12	0	0	2340
12101	ENSP00000423602	0	1	0	0	906
12102	ENSP00000421566	1	7	2	2	2070
12103	ENSP00000420298	1	1	2	1	882
12104	ENSP00000428182	2	4	0	0	1863
12105	ENSP00000424571	7	25	0	0	8892
12106	ENSP00000422607	5	6	9	7	2322
12107	ENSP00000429608	0	1	0	0	558
12108	ENSP00000428876	4	1	39	13	1302
12109	ENSP00000429615	0	2	16	12	1047
12110	ENSP00000425261	0	5	0	0	1002
12111	ENSP00000426067	1	2	14	7	645
12112	ENSP00000429148	8	2	1	1	1743
12113	ENSP00000421275	0	1	3	3	1074
12114	ENSP00000425658	2	13	52	56	4287
12115	ENSP00000426548	0	2	0	0	1284
12116	ENSP00000423933	2	2	39	14	1551
12117	ENSP00000424565	6	5	95	60	3930
12118	ENSP00000423563	0	0	5	12	1233
12119	ENSP00000427130	3	9	2	1	2064
12120	ENSP00000424827	4	7	1	2	4359
12121	ENSP00000427866	0	0	0	0	1215
12122	ENSP00000420009	0	0	12	21	672
12123	ENSP00000422473	0	3	11	7	741
12124	ENSP00000420180	10	7	25	8	3009
12125	ENSP00000423399	0	3	0	0	309
12126	ENSP00000425845	8	10	0	0	2517
12127	ENSP00000425979	1	10	37	46	4224
12128	ENSP00000422753	0	11	5	5	2031
12129	ENSP00000428259	0	0	0	0	573
12130	ENSP00000427552	0	8	4	8	2826
12131	ENSP00000429986	0	0	0	1	390
12132	ENSP00000427900	5	24	80	70	5538
12133	ENSP00000426809	7	11	0	0	2595
12134	ENSP00000423505	3	5	32	15	1635
12135	ENSP00000422464	1	2	9	11	1035
12136	ENSP00000420616	1	2	8	4	1344
12137	ENSP00000429301	3	0	0	0	741
12138	ENSP00000426255	3	4	37	20	2616
12139	ENSP00000423541	1	9	50	29	2181
12140	ENSP00000428263	6	9	0	0	1863
12141	ENSP00000428845	0	2	1	3	852
12142	ENSP00000428746	2	1	56	33	6006
12143	ENSP00000429065	7	7	5	4	2145
12144	ENSP00000426978	5	3	0	0	1935
12145	ENSP00000421922	2	13	45	29	1116
12146	ENSP00000427926	2	3	39	36	2301
12147	ENSP00000427108	0	2	25	11	1740
12148	ENSP00000425809	2	5	0	0	1710
12149	ENSP00000425786	4	1	0	0	750
12150	ENSP00000428085	0	1	0	0	387
12151	ENSP00000426070	1	8	40	36	2586
12152	ENSP00000421863	1	2	27	28	3243
12153	ENSP00000424725	6	3	0	0	1875
12154	ENSP00000424381	1	7	43	34	2481
12155	ENSP00000426022	0	1	2	3	279
12156	ENSP00000424123	2	1	9	10	843
12157	ENSP00000423190	4	5	0	0	1287
12158	ENSP00000424198	0	5	0	0	2055
12159	ENSP00000426503	0	2	0	0	570
12160	ENSP00000420875	1	8	0	0	1221
12161	ENSP00000420176	3	2	6	3	393
12162	ENSP00000422131	2	4	41	16	2895
12163	ENSP00000422188	5	5	22	5	1209
12164	ENSP00000424183	0	1	2	2	372
12165	ENSP00000420174	2	6	34	20	1614
12166	ENSP00000421048	2	0	8	1	285
12167	ENSP00000425497	5	1	0	0	2211
12168	ENSP00000427123	5	12	0	0	2985
12169	ENSP00000427128	6	3	0	0	1296
12170	ENSP00000427603	0	9	0	0	1533
12171	ENSP00000421232	4	2	0	0	1149
12172	ENSP00000423660	6	12	0	0	3966
12173	ENSP00000421339	12	4	63	19	2160
12174	ENSP00000420641	0	4	1	2	594
12175	ENSP00000428646	1	1	0	0	2946
12176	ENSP00000421294	13	7	0	0	2319
12177	ENSP00000426941	1	3	0	0	1473
12178	ENSP00000422496	4	6	41	29	2046
12179	ENSP00000425840	2	2	10	17	1317
12180	ENSP00000425107	2	1	2	1	564
12181	ENSP00000428864	8	4	39	11	1935
12182	ENSP00000421965	3	4	8	3	1422
12183	ENSP00000421185	4	1	0	0	1125
12184	ENSP00000426528	3	4	5	6	2061
12185	ENSP00000429726	1	2	17	5	570
12186	ENSP00000428763	2	3	63	24	1545
12187	ENSP00000429633	2	3	17	10	2301
12188	ENSP00000427679	7	11	0	0	2826
12189	ENSP00000420727	7	5	0	0	1845
12190	ENSP00000427177	0	0	3	0	663
12191	ENSP00000429150	0	1	0	6	972
12192	ENSP00000426296	0	0	7	1	432
