Query	pongo_abelii	pan_troglodytes	pan_paniscus	gorilla_gorilla
ENSP00000404655	NA	NA	NA	NA
ENSP00000455141	NA	NA	NA	NA
ENSP00000422717	NA	NA	NA	NA
ENSP00000260315	NA	NA	NA	NA
ENSP00000422716	NA	NA	NA	NA
ENSP00000355123	NA	NA	NA	NA
ENSP00000355122	NA	NA	NA	NA
ENSP00000355121	ENSPPYP00000013457	ENSPTRP00000020961	ENSPPAP00000032273	ENSGGOP00000020940
ENSP00000465763	ENSPPYP00000013544	NA	NA	NA
ENSP00000355126	NA	NA	NA	NA
ENSP00000485808	NA	NA	NA	NA
ENSP00000355124	NA	ENSPTRP00000041612	ENSPPAP00000015949	ENSGGOP00000016492
ENSP00000494188	NA	NA	NA	NA
ENSP00000463467	NA	NA	NA	NA
ENSP00000367881	NA	NA	NA	NA
ENSP00000311113	NA	NA	NA	NA
ENSP00000288955	ENSPPYP00000001990	ENSPTRP00000083002	ENSPPAP00000009000	ENSGGOP00000001766
ENSP00000367882	ENSPPYP00000022647	ENSPTRP00000047449	ENSPPAP00000008882	ENSGGOP00000017781
ENSP00000367885	NA	NA	NA	NA
ENSP00000311117	NA	NA	NA	NA
ENSP00000354838	NA	NA	NA	NA
ENSP00000453961	NA	NA	NA	NA
ENSP00000354837	ENSPPYP00000000851	ENSPTRP00000070003	ENSPPAP00000041176	ENSGGOP00000005785
ENSP00000354834	NA	NA	NA	NA
ENSP00000354835	NA	NA	NA	NA
ENSP00000453962	NA	ENSPTRP00000060922	ENSPPAP00000010219	ENSGGOP00000017458
ENSP00000354830	ENSPPYP00000016703	ENSPTRP00000028021	ENSPPAP00000007357	ENSGGOP00000032692
ENSP00000375764	NA	NA	NA	NA
ENSP00000489985	NA	NA	NA	NA
ENSP00000243167	ENSPPYP00000001617	ENSPTRP00000001206	ENSPPAP00000018762	ENSGGOP00000014240
ENSP00000401974	NA	NA	NA	NA
ENSP00000401975	NA	NA	NA	NA
ENSP00000401976	NA	NA	NA	NA
ENSP00000420109	NA	NA	NA	NA
ENSP00000453967	NA	NA	NA	NA
ENSP00000453968	NA	NA	NA	NA
ENSP00000400089	NA	NA	NA	NA
ENSP00000400088	NA	NA	NA	NA
ENSP00000297661	NA	NA	NA	NA
ENSP00000394948	NA	NA	NA	NA
ENSP00000489988	NA	NA	NA	NA
ENSP00000394946	NA	NA	NA	NA
ENSP00000484873	NA	NA	NA	NA
ENSP00000484870	NA	NA	NA	NA
ENSP00000260318	NA	NA	NA	NA
ENSP00000297668	NA	NA	NA	NA
ENSP00000394940	NA	NA	NA	NA
ENSP00000484875	NA	NA	NA	NA
ENSP00000463008	NA	NA	NA	NA
ENSP00000244670	NA	NA	NA	NA
ENSP00000369674	ENSPPYP00000008237	ENSPTRP00000086226	ENSPPAP00000030838	ENSGGOP00000016871
ENSP00000322251	NA	ENSPTRP00000001495	NA	ENSGGOP00000016114
ENSP00000415558	NA	NA	NA	NA
ENSP00000369670	NA	NA	NA	NA
ENSP00000369671	NA	NA	NA	NA
ENSP00000369673	NA	NA	NA	NA
ENSP00000415553	NA	NA	NA	NA
ENSP00000415551	NA	NA	NA	NA
ENSP00000369678	NA	NA	NA	NA
ENSP00000415556	ENSPPYP00000006460	ENSPTRP00000091398	ENSPPAP00000029811	ENSGGOP00000039596
ENSP00000415555	NA	NA	NA	NA
ENSP00000415554	NA	NA	NA	NA
ENSP00000421798	NA	NA	NA	NA
ENSP00000421799	ENSPPYP00000019840	NA	NA	NA
ENSP00000421797	NA	NA	NA	NA
ENSP00000421794	NA	NA	NA	NA
ENSP00000421795	NA	NA	NA	NA
ENSP00000421792	NA	NA	NA	NA
ENSP00000421790	NA	NA	NA	NA
ENSP00000492799	NA	NA	NA	NA
ENSP00000427309	NA	NA	NA	NA
ENSP00000427308	NA	NA	NA	NA
ENSP00000427303	NA	NA	NA	NA
ENSP00000427302	NA	NA	NA	NA
ENSP00000427301	NA	NA	NA	NA
ENSP00000427300	NA	NA	NA	NA
ENSP00000427307	NA	NA	NA	NA
ENSP00000291842	ENSPPYP00000011189	ENSPTRP00000042506	ENSPPAP00000042796	ENSGGOP00000049898
ENSP00000427305	NA	NA	NA	NA
ENSP00000427304	NA	NA	NA	NA
ENSP00000417955	ENSPPYP00000013471	ENSPTRP00000041376	NA	ENSGGOP00000012524
ENSP00000417954	NA	NA	NA	NA
ENSP00000417957	NA	NA	NA	NA
ENSP00000417956	NA	NA	NA	NA
ENSP00000417951	NA	NA	NA	NA
ENSP00000417950	NA	NA	NA	NA
ENSP00000417952	NA	NA	NA	NA
ENSP00000243786	ENSPPYP00000014765	ENSPTRP00000022148	ENSPPAP00000040850	ENSGGOP00000003537
ENSP00000417958	NA	NA	NA	NA
ENSP00000310241	ENSPPYP00000015670	ENSPTRP00000025451	NA	ENSGGOP00000010276
ENSP00000310244	ENSPPYP00000007177	ENSPTRP00000072820	ENSPPAP00000032843	ENSGGOP00000035630
ENSP00000371973	NA	NA	NA	NA
ENSP00000384777	NA	NA	NA	NA
ENSP00000485126	NA	NA	NA	NA
ENSP00000384770	NA	NA	ENSPPAP00000035321	NA
ENSP00000371978	NA	NA	NA	NA
ENSP00000278968	NA	NA	NA	NA
ENSP00000245787	ENSPPYP00000014277	ENSPTRP00000021225	ENSPPAP00000021408	ENSGGOP00000015478
ENSP00000391403	NA	NA	NA	NA
ENSP00000391404	NA	ENSPTRP00000075535	ENSPPAP00000036172	ENSGGOP00000036693
ENSP00000391405	NA	NA	NA	NA
ENSP00000391406	NA	NA	NA	NA
ENSP00000391407	NA	NA	NA	NA
ENSP00000391408	NA	NA	NA	NA
ENSP00000391409	NA	ENSPTRP00000060006	ENSPPAP00000016304	ENSGGOP00000011894
ENSP00000407531	NA	NA	NA	NA
ENSP00000351717	NA	NA	NA	NA
ENSP00000413411	ENSPPYP00000019650	NA	ENSPPAP00000034219	ENSGGOP00000006654
ENSP00000391807	NA	NA	NA	NA
ENSP00000349193	NA	NA	NA	NA
ENSP00000349192	NA	NA	NA	NA
ENSP00000302872	NA	NA	NA	NA
ENSP00000259711	ENSPPYP00000018184	ENSPTRP00000083133	ENSPPAP00000002989	ENSGGOP00000051753
ENSP00000349198	NA	NA	NA	NA
ENSP00000396909	NA	NA	NA	NA
ENSP00000427779	NA	NA	NA	NA
ENSP00000431451	NA	NA	NA	NA
ENSP00000357718	ENSPPYP00000000949	ENSPTRP00000068346	ENSPPAP00000023477	ENSGGOP00000046073
ENSP00000357717	NA	NA	NA	NA
ENSP00000357714	ENSPPYP00000000948	ENSPTRP00000042585	ENSPPAP00000034863	ENSGGOP00000028529
ENSP00000357712	NA	ENSPTRP00000075915	ENSPPAP00000039866	ENSGGOP00000006509
ENSP00000357710	NA	NA	NA	NA
ENSP00000357711	NA	NA	NA	NA
ENSP00000253382	ENSPPYP00000012219	ENSPTRP00000080199	ENSPPAP00000041807	ENSGGOP00000006792
ENSP00000253381	ENSPPYP00000012152	ENSPTRP00000074052	ENSPPAP00000012019	ENSGGOP00000052204
ENSP00000427772	ENSPPYP00000017932	ENSPTRP00000029906	ENSPPAP00000003799	ENSGGOP00000020824
ENSP00000346648	NA	NA	NA	NA
ENSP00000483133	NA	NA	NA	NA
ENSP00000346644	ENSPPYP00000006814	ENSPTRP00000043096	ENSPPAP00000015721	ENSGGOP00000011320
ENSP00000346643	ENSPPYP00000002767	ENSPTRP00000004445	ENSPPAP00000024333	ENSGGOP00000012090
ENSP00000465761	NA	NA	NA	NA
ENSP00000483131	NA	NA	NA	NA
ENSP00000347596	NA	NA	NA	NA
ENSP00000347591	ENSPPYP00000003128	ENSPTRP00000088223	ENSPPAP00000017089	ENSGGOP00000018162
ENSP00000347592	NA	NA	NA	NA
ENSP00000355896	ENSPPYP00000000219	ENSPTRP00000003339	ENSPPAP00000014891	ENSGGOP00000004502
ENSP00000483135	NA	NA	NA	NA
ENSP00000390759	NA	NA	NA	NA
ENSP00000390757	NA	NA	NA	NA
ENSP00000412672	NA	NA	NA	NA
ENSP00000390755	NA	NA	NA	NA
ENSP00000390754	NA	NA	NA	NA
ENSP00000390753	NA	NA	NA	NA
ENSP00000412676	NA	NA	NA	NA
ENSP00000412675	NA	NA	NA	NA
ENSP00000390750	NA	NA	NA	NA
ENSP00000341348	NA	NA	NA	NA
ENSP00000384963	NA	NA	NA	NA
ENSP00000341342	ENSPPYP00000023607	ENSPTRP00000026954	ENSPPAP00000009832	ENSGGOP00000010139
ENSP00000341346	ENSPPYP00000008874	ENSPTRP00000014762	ENSPPAP00000020657	ENSGGOP00000014893
ENSP00000341347	NA	NA	NA	NA
ENSP00000341344	ENSPPYP00000013160	ENSPTRP00000062672	ENSPPAP00000005347	ENSGGOP00000045237
ENSP00000341345	NA	NA	NA	NA
ENSP00000413552	NA	NA	NA	NA
ENSP00000382927	NA	NA	NA	NA
ENSP00000382924	NA	NA	NA	NA
ENSP00000414635	ENSPPYP00000015962	ENSPTRP00000026855	ENSPPAP00000037614	ENSGGOP00000025877
ENSP00000384962	NA	NA	NA	NA
ENSP00000489588	NA	NA	NA	NA
ENSP00000414632	NA	NA	NA	NA
ENSP00000489585	ENSPPYP00000021413	ENSPTRP00000090700	ENSPPAP00000008271	ENSGGOP00000038610
ENSP00000489587	NA	NA	NA	NA
ENSP00000489586	NA	NA	NA	NA
ENSP00000414639	NA	NA	NA	NA
ENSP00000253968	ENSPPYP00000021734	ENSPTRP00000047016	ENSPPAP00000011186	ENSGGOP00000010206
ENSP00000498100	NA	NA	NA	NA
ENSP00000493463	NA	NA	NA	NA
ENSP00000378103	NA	NA	NA	NA
ENSP00000384965	NA	NA	NA	NA
ENSP00000493582	NA	NA	NA	NA
ENSP00000493583	NA	NA	NA	NA
ENSP00000493580	NA	NA	NA	NA
ENSP00000493581	NA	NA	NA	NA
ENSP00000383922	NA	ENSPTRP00000062306	ENSPPAP00000024796	ENSGGOP00000004234
ENSP00000251527	ENSPPYP00000023798	ENSPTRP00000061824	ENSPPAP00000039311	ENSGGOP00000012022
ENSP00000494055	NA	NA	NA	NA
ENSP00000494054	NA	NA	NA	NA
ENSP00000494056	NA	NA	NA	NA
ENSP00000494051	NA	NA	NA	NA
ENSP00000494050	NA	NA	NA	NA
ENSP00000494053	NA	NA	NA	NA
ENSP00000494052	NA	NA	NA	NA
ENSP00000486809	NA	NA	NA	NA
ENSP00000394121	NA	NA	NA	NA
ENSP00000394122	NA	NA	NA	NA
ENSP00000394123	NA	NA	NA	NA
ENSP00000486801	NA	NA	NA	NA
ENSP00000486800	NA	NA	NA	NA
ENSP00000486804	NA	NA	NA	NA
ENSP00000461924	NA	NA	NA	NA
ENSP00000461927	NA	NA	NA	NA
ENSP00000461921	NA	NA	NA	NA
ENSP00000461920	NA	NA	NA	NA
ENSP00000461922	NA	NA	NA	NA
ENSP00000415812	NA	NA	NA	NA
ENSP00000425683	NA	NA	NA	NA
ENSP00000461928	NA	NA	NA	NA
ENSP00000384967	NA	NA	NA	NA
ENSP00000457313	NA	NA	NA	NA
ENSP00000457311	NA	NA	NA	NA
ENSP00000457310	NA	NA	NA	NA
ENSP00000457315	NA	NA	NA	NA
ENSP00000457314	NA	NA	NA	NA
ENSP00000457319	NA	NA	NA	NA
ENSP00000457318	NA	NA	NA	NA
ENSP00000265038	ENSPPYP00000017309	ENSPTRP00000028950	ENSPPAP00000012407	ENSGGOP00000003243
ENSP00000471367	NA	NA	NA	NA
ENSP00000498105	NA	NA	NA	NA
ENSP00000264345	NA	NA	NA	NA
ENSP00000264346	ENSPPYP00000016664	ENSPTRP00000027952	ENSPPAP00000003209	ENSGGOP00000010659
ENSP00000484407	NA	NA	NA	NA
ENSP00000484404	NA	NA	NA	NA
ENSP00000414091	NA	NA	NA	NA
ENSP00000484409	NA	NA	NA	NA
ENSP00000414092	NA	NA	NA	NA
ENSP00000414095	ENSPPYP00000022294	NA	ENSPPAP00000026031	ENSGGOP00000039738
ENSP00000414094	NA	NA	NA	NA
ENSP00000414097	NA	NA	NA	NA
ENSP00000319501	ENSPPYP00000016396	ENSPTRP00000027531	ENSPPAP00000004863	ENSGGOP00000047829
ENSP00000352842	NA	NA	NA	NA
ENSP00000415946	NA	NA	NA	NA
ENSP00000415947	NA	NA	NA	NA
ENSP00000384518	NA	NA	NA	NA
ENSP00000415941	NA	NA	NA	NA
ENSP00000415943	NA	NA	NA	NA
ENSP00000384514	NA	NA	NA	NA
ENSP00000384515	ENSPPYP00000013303	ENSPTRP00000074831	ENSPPAP00000016733	ENSGGOP00000035380
ENSP00000384517	ENSPPYP00000003988	ENSPTRP00000066426	ENSPPAP00000003288	ENSGGOP00000036797
ENSP00000384510	NA	NA	NA	NA
ENSP00000415949	NA	NA	NA	NA
ENSP00000384513	NA	NA	NA	NA
ENSP00000259205	ENSPPYP00000013575	ENSPTRP00000021193	ENSPPAP00000041428	ENSGGOP00000015588
ENSP00000413268	NA	NA	NA	NA
ENSP00000473221	NA	NA	NA	NA
ENSP00000473220	NA	NA	NA	NA
ENSP00000468235	NA	NA	NA	NA
ENSP00000374455	ENSPPYP00000018045	ENSPTRP00000047790	ENSPPAP00000022246	ENSGGOP00000020182
ENSP00000473229	NA	NA	NA	NA
ENSP00000473228	NA	NA	NA	NA
ENSP00000465915	NA	NA	NA	NA
ENSP00000377901	NA	NA	NA	NA
ENSP00000377900	ENSPPYP00000002835	ENSPTRP00000004751	ENSPPAP00000010584	ENSGGOP00000025181
ENSP00000259206	ENSPPYP00000013580	ENSPTRP00000079895	ENSPPAP00000003800	ENSGGOP00000004479
ENSP00000470750	NA	NA	NA	NA
ENSP00000226444	NA	NA	NA	NA
ENSP00000470753	NA	NA	NA	NA
ENSP00000377908	NA	NA	NA	NA
ENSP00000470759	NA	NA	NA	NA
ENSP00000478501	ENSPPYP00000016864	ENSPTRP00000068498	ENSPPAP00000021981	ENSGGOP00000023289
ENSP00000478500	NA	NA	NA	NA
ENSP00000420670	NA	NA	NA	NA
ENSP00000478502	NA	NA	NA	NA
ENSP00000420676	NA	NA	NA	NA
ENSP00000395921	NA	NA	NA	NA
ENSP00000420674	NA	NA	NA	NA
ENSP00000478506	NA	NA	NA	NA
ENSP00000420678	NA	NA	NA	NA
ENSP00000393474	ENSPPYP00000004818	ENSPTRP00000007878	ENSPPAP00000041010	ENSGGOP00000025344
ENSP00000409219	NA	NA	NA	NA
ENSP00000409218	NA	NA	NA	NA
ENSP00000393471	NA	NA	NA	NA
ENSP00000458806	NA	NA	NA	NA
ENSP00000458805	NA	NA	NA	NA
ENSP00000458802	NA	NA	NA	NA
ENSP00000458803	NA	NA	NA	NA
ENSP00000458809	NA	NA	NA	NA
ENSP00000463382	NA	NA	NA	NA
ENSP00000463381	NA	NA	NA	NA
ENSP00000463380	NA	NA	NA	NA
ENSP00000495720	NA	NA	NA	NA
ENSP00000495721	NA	NA	NA	NA
ENSP00000463385	NA	NA	NA	NA
ENSP00000432409	NA	NA	NA	NA
ENSP00000432406	NA	NA	NA	NA
ENSP00000432407	NA	NA	NA	NA
ENSP00000432404	NA	NA	NA	NA
ENSP00000463388	NA	NA	NA	NA
ENSP00000432402	NA	NA	NA	NA
ENSP00000495729	NA	NA	NA	NA
ENSP00000432400	NA	NA	NA	NA
ENSP00000254998	ENSPPYP00000012029	ENSPTRP00000022835	ENSPPAP00000004909	ENSGGOP00000045749
ENSP00000426858	NA	NA	NA	NA
ENSP00000426859	NA	NA	NA	NA
ENSP00000221943	NA	NA	NA	NA
ENSP00000281382	ENSPPYP00000013888	ENSPTRP00000020419	ENSPPAP00000039784	ENSGGOP00000021226
ENSP00000426857	NA	NA	NA	NA
ENSP00000426850	NA	NA	NA	NA
ENSP00000426853	NA	NA	NA	NA
ENSP00000389298	NA	NA	NA	NA
ENSP00000275820	ENSPPYP00000020427	ENSPTRP00000034114	ENSPPAP00000037239	ENSGGOP00000010644
ENSP00000389291	NA	NA	NA	NA
ENSP00000389292	NA	NA	NA	NA
ENSP00000389295	NA	NA	NA	NA
ENSP00000389297	NA	NA	NA	NA
ENSP00000261276	NA	NA	NA	NA
ENSP00000261275	ENSPPYP00000007121	ENSPTRP00000011698	ENSPPAP00000039353	ENSGGOP00000031837
ENSP00000399111	NA	NA	NA	NA
ENSP00000346568	NA	NA	NA	NA
ENSP00000268314	NA	NA	NA	NA
ENSP00000471480	NA	NA	NA	NA
ENSP00000471487	NA	NA	NA	NA
ENSP00000471486	NA	NA	NA	NA
ENSP00000471485	NA	NA	NA	NA
ENSP00000385199	NA	NA	NA	NA
ENSP00000304640	NA	NA	NA	NA
ENSP00000423320	NA	NA	NA	NA
ENSP00000423323	NA	NA	NA	NA
ENSP00000304643	ENSPPYP00000002306	ENSPTRP00000043977	ENSPPAP00000034585	ENSGGOP00000010490
ENSP00000423325	NA	NA	NA	NA
ENSP00000408161	NA	NA	NA	NA
ENSP00000423327	NA	NA	NA	NA
ENSP00000408163	NA	NA	NA	NA
ENSP00000423328	NA	NA	NA	NA
ENSP00000477037	NA	NA	NA	NA
ENSP00000408168	NA	NA	NA	NA
ENSP00000408169	NA	NA	NA	NA
ENSP00000494827	NA	NA	NA	NA
ENSP00000385198	NA	NA	NA	NA
ENSP00000494820	NA	NA	NA	NA
ENSP00000476291	NA	NA	NA	NA
ENSP00000469581	NA	NA	NA	NA
ENSP00000357435	NA	NA	NA	NA
ENSP00000357434	NA	NA	NA	NA
ENSP00000428333	NA	NA	NA	NA
ENSP00000389838	NA	NA	NA	NA
ENSP00000389839	NA	NA	NA	NA
ENSP00000459077	NA	NA	NA	NA
ENSP00000453284	NA	NA	NA	NA
ENSP00000389836	NA	NA	NA	NA
ENSP00000389830	NA	NA	NA	NA
ENSP00000389831	NA	NA	NA	NA
ENSP00000389832	NA	NA	NA	NA
ENSP00000258829	ENSPPYP00000006535	ENSPTRP00000010650	ENSPPAP00000031257	ENSGGOP00000011369
ENSP00000474505	NA	NA	NA	NA
ENSP00000382118	NA	NA	NA	NA
ENSP00000357438	NA	NA	NA	NA
ENSP00000497768	NA	NA	NA	NA
ENSP00000497769	NA	NA	NA	NA
ENSP00000497766	NA	NA	NA	NA
ENSP00000497767	NA	NA	NA	NA
ENSP00000497764	NA	NA	NA	NA
ENSP00000497765	NA	NA	NA	NA
ENSP00000474509	ENSPPYP00000023547	ENSPTRP00000075708	ENSPPAP00000006257	ENSGGOP00000023597
ENSP00000497763	NA	NA	NA	NA
ENSP00000497760	NA	NA	NA	NA
ENSP00000497761	NA	NA	NA	NA
ENSP00000430808	NA	NA	NA	NA
ENSP00000430809	NA	NA	NA	NA
ENSP00000428335	NA	NA	NA	NA
ENSP00000430800	NA	NA	NA	NA
ENSP00000430801	NA	NA	NA	NA
ENSP00000430802	NA	NA	NA	NA
ENSP00000428334	NA	NA	NA	NA
ENSP00000430804	NA	NA	NA	NA
ENSP00000430805	NA	NA	NA	NA
ENSP00000430806	NA	NA	NA	NA
ENSP00000469719	NA	NA	NA	NA
ENSP00000492048	NA	NA	NA	NA
ENSP00000492049	NA	NA	NA	NA
ENSP00000469712	NA	NA	NA	NA
ENSP00000492045	NA	NA	NA	NA
ENSP00000469710	NA	NA	NA	NA
ENSP00000492047	NA	NA	NA	NA
ENSP00000469717	NA	NA	NA	NA
ENSP00000492043	NA	NA	NA	NA
ENSP00000482665	NA	NA	NA	NA
ENSP00000272771	ENSPPYP00000014560	ENSPTRP00000092704	ENSPPAP00000001977	ENSGGOP00000007814
ENSP00000462731	NA	NA	NA	NA
ENSP00000381200	NA	NA	NA	NA
ENSP00000305119	NA	NA	NA	NA
ENSP00000451498	NA	NA	NA	NA
ENSP00000462732	NA	NA	NA	NA
ENSP00000424988	NA	NA	NA	NA
ENSP00000462734	NA	NA	NA	NA
ENSP00000331369	ENSPPYP00000013699	ENSPTRP00000020727	ENSPPAP00000033583	ENSGGOP00000052339
ENSP00000331368	NA	NA	NA	NA
ENSP00000462737	NA	NA	NA	NA
ENSP00000230882	NA	NA	NA	NA
ENSP00000451492	NA	NA	NA	NA
ENSP00000476294	NA	NA	NA	NA
ENSP00000451493	NA	NA	NA	NA
ENSP00000424986	NA	NA	NA	NA
ENSP00000372274	ENSPPYP00000020496	ENSPTRP00000034146	ENSPPAP00000023851	ENSGGOP00000038683
ENSP00000493443	NA	NA	NA	NA
ENSP00000452068	NA	NA	NA	NA
ENSP00000451491	NA	NA	NA	NA
ENSP00000372271	NA	NA	NA	NA
ENSP00000372272	NA	ENSPTRP00000053996	ENSPPAP00000018725	NA
ENSP00000402153	ENSPPYP00000015932	ENSPTRP00000059429	ENSPPAP00000043126	ENSGGOP00000003823
ENSP00000402152	ENSPPYP00000008333	ENSPTRP00000013899	ENSPPAP00000029179	ENSGGOP00000009865
ENSP00000452060	NA	NA	NA	NA
ENSP00000452061	NA	NA	NA	NA
ENSP00000402157	NA	NA	NA	NA
ENSP00000452067	NA	ENSPTRP00000063106	ENSPPAP00000019166	ENSGGOP00000046197
ENSP00000452064	NA	NA	NA	NA
ENSP00000452065	NA	NA	NA	NA
ENSP00000454604	NA	NA	NA	NA
ENSP00000475676	NA	NA	NA	NA
ENSP00000426542	NA	NA	NA	NA
ENSP00000451494	NA	NA	NA	NA
ENSP00000458959	NA	NA	NA	NA
ENSP00000493447	NA	NA	NA	NA
ENSP00000490404	NA	NA	NA	NA
ENSP00000493446	NA	NA	NA	NA
ENSP00000301917	ENSPPYP00000000419	ENSPTRP00000003046	ENSPPAP00000002827	NA
ENSP00000493445	NA	NA	NA	NA
ENSP00000466257	NA	NA	NA	NA
ENSP00000389074	NA	NA	NA	NA
ENSP00000454601	NA	NA	NA	NA
ENSP00000468049	ENSPPYP00000024649	ENSPTRP00000075676	ENSPPAP00000010939	ENSGGOP00000016723
ENSP00000468048	NA	NA	NA	NA
ENSP00000389076	NA	NA	NA	NA
ENSP00000468041	NA	NA	NA	NA
ENSP00000468040	NA	NA	NA	NA
ENSP00000468043	NA	NA	NA	NA
ENSP00000468042	NA	NA	NA	NA
ENSP00000468045	NA	NA	NA	NA
ENSP00000468047	NA	NA	NA	NA
ENSP00000460674	NA	NA	NA	NA
ENSP00000387813	NA	NA	NA	NA
ENSP00000460672	NA	NA	NA	NA
ENSP00000460673	NA	NA	NA	NA
ENSP00000460671	NA	NA	NA	NA
ENSP00000424485	NA	NA	NA	NA
ENSP00000460678	NA	NA	NA	NA
ENSP00000460679	NA	NA	NA	NA
ENSP00000395378	NA	NA	NA	NA
ENSP00000339179	ENSPPYP00000006470	ENSPTRP00000086115	ENSPPAP00000018028	ENSGGOP00000029963
ENSP00000484379	NA	NA	NA	NA
ENSP00000423458	NA	NA	NA	NA
ENSP00000339170	NA	NA	NA	NA
ENSP00000458476	NA	NA	NA	NA
ENSP00000458472	NA	NA	NA	NA
ENSP00000458470	NA	NA	NA	NA
ENSP00000484375	NA	NA	NA	NA
ENSP00000429918	NA	NA	NA	NA
ENSP00000429919	NA	NA	NA	NA
ENSP00000429914	NA	NA	NA	NA
ENSP00000429915	NA	NA	NA	NA
ENSP00000429916	NA	NA	NA	NA
ENSP00000429917	NA	NA	NA	NA
ENSP00000429910	NA	NA	NA	NA
ENSP00000429911	NA	NA	NA	NA
ENSP00000429912	NA	NA	NA	NA
ENSP00000484376	NA	NA	NA	NA
ENSP00000468594	NA	NA	NA	NA
ENSP00000484371	NA	NA	NA	NA
ENSP00000328319	NA	NA	NA	NA
ENSP00000484370	NA	NA	NA	NA
ENSP00000453339	NA	NA	NA	NA
ENSP00000453338	NA	NA	NA	NA
ENSP00000450732	NA	NA	NA	NA
ENSP00000453331	NA	NA	NA	NA
ENSP00000453330	NA	NA	NA	NA
ENSP00000453333	NA	NA	NA	NA
ENSP00000453332	NA	NA	NA	NA
ENSP00000453335	NA	NA	NA	NA
ENSP00000453334	NA	NA	NA	NA
ENSP00000453337	NA	NA	NA	NA
ENSP00000453336	NA	NA	NA	NA
ENSP00000418738	NA	NA	NA	NA
ENSP00000418739	NA	NA	NA	NA
ENSP00000308695	NA	NA	ENSPPAP00000003495	ENSGGOP00000008058
ENSP00000418730	NA	NA	NA	NA
ENSP00000418733	NA	NA	NA	NA
ENSP00000418734	ENSPPYP00000001512	ENSPTRP00000084507	ENSPPAP00000026208	ENSGGOP00000005135
ENSP00000418735	ENSPPYP00000015367	ENSPTRP00000026041	ENSPPAP00000008522	ENSGGOP00000044222
ENSP00000418736	NA	NA	NA	NA
ENSP00000418737	NA	NA	NA	NA
ENSP00000467545	NA	NA	NA	NA
ENSP00000408947	NA	NA	NA	NA
ENSP00000467547	NA	NA	NA	NA
ENSP00000467546	NA	NA	NA	NA
ENSP00000467541	NA	NA	NA	NA
ENSP00000467540	NA	NA	NA	NA
ENSP00000467549	NA	NA	NA	NA
ENSP00000467548	NA	NA	NA	NA
ENSP00000408949	NA	NA	NA	NA
ENSP00000482669	NA	NA	NA	NA
ENSP00000303518	NA	NA	NA	NA
ENSP00000426428	NA	NA	NA	NA
ENSP00000303515	NA	NA	NA	NA
ENSP00000303511	ENSPPYP00000018593	ENSPTRP00000031062	ENSPPAP00000027009	ENSGGOP00000013248
ENSP00000359819	ENSPPYP00000023216	ENSPTRP00000038408	ENSPPAP00000016810	ENSGGOP00000003766
ENSP00000359818	NA	NA	NA	NA
ENSP00000359813	NA	NA	NA	NA
ENSP00000359815	NA	NA	NA	NA
ENSP00000426421	ENSPPYP00000015774	ENSPTRP00000066481	ENSPPAP00000009485	NA
ENSP00000397163	NA	NA	NA	NA
ENSP00000397165	NA	NA	NA	NA
ENSP00000397167	NA	NA	NA	NA
ENSP00000482660	NA	NA	NA	NA
ENSP00000332111	ENSPPYP00000010044	ENSPTRP00000071488	ENSPPAP00000004679	ENSGGOP00000024360
ENSP00000492808	NA	NA	NA	NA
ENSP00000486561	NA	NA	NA	NA
ENSP00000428489	ENSPPYP00000020701	ENSPTRP00000034429	ENSPPAP00000027766	ENSGGOP00000006504
ENSP00000333982	ENSPPYP00000008952	NA	NA	ENSGGOP00000023362
ENSP00000333984	ENSPPYP00000019012	ENSPTRP00000058505	ENSPPAP00000013767	ENSGGOP00000000231
ENSP00000428488	NA	NA	NA	NA
ENSP00000342442	NA	NA	NA	NA
ENSP00000342445	NA	NA	NA	NA
ENSP00000342448	NA	ENSPTRP00000006272	ENSPPAP00000018032	ENSGGOP00000011997
ENSP00000445294	NA	NA	NA	NA
ENSP00000487408	NA	NA	NA	NA
ENSP00000426426	NA	NA	NA	NA
ENSP00000445292	NA	NA	NA	NA
ENSP00000353881	NA	NA	NA	NA
ENSP00000353886	NA	NA	NA	NA
ENSP00000353887	NA	NA	NA	NA
ENSP00000353884	NA	NA	NA	NA
ENSP00000465695	NA	NA	NA	NA
ENSP00000419067	NA	NA	NA	NA
ENSP00000436240	NA	NA	NA	NA
ENSP00000419064	NA	NA	NA	NA
ENSP00000419063	NA	NA	NA	NA
ENSP00000419062	NA	NA	NA	NA
ENSP00000419061	NA	NA	NA	NA
ENSP00000492801	NA	NA	NA	NA
ENSP00000378465	NA	NA	NA	NA
ENSP00000378464	ENSPPYP00000024297	ENSPTRP00000062233	ENSPPAP00000041186	ENSGGOP00000002645
ENSP00000436242	NA	NA	NA	NA
ENSP00000419069	NA	NA	NA	NA
ENSP00000419068	NA	NA	NA	NA
ENSP00000466634	NA	NA	NA	NA
ENSP00000466636	NA	NA	NA	NA
ENSP00000466637	NA	NA	NA	NA
ENSP00000466630	NA	NA	NA	NA
ENSP00000370259	NA	NA	NA	NA
ENSP00000466632	NA	NA	NA	NA
ENSP00000466633	NA	NA	NA	NA
ENSP00000370254	NA	ENSPTRP00000076893	ENSPPAP00000019103	NA
ENSP00000492804	NA	NA	NA	NA
ENSP00000370256	ENSPPYP00000018084	ENSPTRP00000065226	NA	ENSGGOP00000009053
